RegionID,SizeRank,RegionName,RegionType,StateName,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022,1/31/2023,2/28/2023,3/31/2023,4/30/2023,5/31/2023,6/30/2023,7/31/2023,8/31/2023
102001,0,United States,country,,213333,211667,212000,215667,221333,228000,231667,232667,229333,226667,225000,225000,225000,225333,227667,231167,235833,240833,243333,243300,239267,235600,233633,232683,232017,230683,233300,238300,245300,251667,255000,255333,252311,250611,249911,249933,248967,249000,252300,256633,258300,260333,266333,274667,280333,282667,284333,285000,283333,283333,288295,298295,308295,316667,321667,324000,322333,321381,322381,324048,323333,325000,331967,345267,356933,363300,360000,353333,345000,339692,333025,326358,321667,323252,329918,339918,350000,358667,362667,362667
394913,1,"New York, NY",msa,NY,375000,373333,373333,374333,380667,394000,406333,414400,409400,397733,389167,385500,387167,384667,388317,389983,396650,405000,415000,421667,415967,405967,399050,394750,393083,391667,391333,393000,395667,407667,417667,425000,420000,414000,408333,408333,411000,411667,413333,416667,421667,428333,433000,441333,448667,455667,462333,465000,468000,468167,469833,475167,481667,496667,510000,521667,523000,518000,511333,507000,507000,508000,511000,521000,535000,551667,562800,567800,559467,543333,528333,518333,516667,511667,513333,519667,539667,563000,583333,598333
753899,2,"Los Angeles, CA",msa,CA,551167,550417,557583,568083,582167,592167,600000,601667,601667,596667,598333,597667,597667,601000,608333,620000,628333,637667,642667,642667,635000,630000,625667,620667,612667,608667,615333,628333,636667,642667,649333,649333,648333,642417,642417,644083,646333,649667,656333,658333,658333,660000,677500,700833,719167,726667,728333,725000,721667,729000,745667,772333,795000,813333,820000,823333,822000,823667,823667,830000,831667,841667,860000,890833,911833,913500,897667,880000,863333,851667,840000,826667,818333,816667,827000,838667,853000,872667,887667,898333
394463,3,"Chicago, IL",msa,IL,204750,203667,208667,218167,229500,237500,238333,235833,227833,220833,216667,215000,215333,217500,222500,230500,237000,243667,243667,240000,231667,225000,222500,219500,218500,218333,224500,232167,239833,245000,246667,245000,238300,232967,229600,227967,225800,224167,231833,243000,251000,252333,255083,261750,264417,263000,258333,255833,252500,250833,256667,267333,280667,289000,291000,288333,281667,276500,274133,272467,270300,268667,273333,285833,298500,310500,310667,306333,294667,285000,278333,273333,270000,269000,275667,287333,300000,312017,318583,321917
394514,4,"Dallas, TX",msa,TX,225563,226813,230480,237750,244667,249333,250667,250333,246333,243333,240600,242267,240600,243317,247650,255950,262300,267133,268833,265800,258300,253267,249633,250300,247000,247300,249967,257633,266000,271000,273333,271667,267333,265000,261642,262642,261642,263333,266000,272667,275000,279000,284000,291667,295000,296633,297300,297633,294173,298506,306506,320000,333333,345000,353333,353377,351710,350710,352333,355667,356820,362153,371370,391450,409450,420233,418333,409667,398833,390500,382500,373333,363333,362333,367233,377233,384900,395000,400000,400000
394692,5,"Houston, TX",msa,TX,202583,200917,202750,209000,216333,220333,221667,220983,218483,215817,212500,210000,207667,208667,212000,220333,226000,230000,230750,229083,224750,221300,219100,219580,216947,216813,219333,226250,233583,238500,239922,238588,234338,230333,226983,228983,228067,229417,229917,235500,237167,241333,249167,257167,258800,256967,257800,260833,259500,262000,269000,281317,291650,299317,302667,302667,297667,296417,298083,303083,304000,307633,310967,322967,332667,342333,343583,336917,329583,321000,316000,310667,306300,305300,307300,314000,321667,328333,333333,333333
395209,6,"Washington, DC",msa,VA,356667,353333,355000,368300,384963,397630,399330,394333,381333,371333,368000,371667,371000,369333,374300,387633,400967,409333,408333,404667,391333,384667,378333,382500,380833,380083,382083,393930,406346,416021,417508,414175,401667,396333,394667,399667,394967,394966,403300,420000,431650,434650,440567,445550,447547,443297,438330,435000,427815,422815,429481,447500,470667,485667,489833,483333,471667,466333,463000,461333,450000,448724,463433,495099,523042,533333,527000,513667,495333,486500,478167,472167,460167,461833,474600,501433,524767,543000,546667,539967
394974,7,"Philadelphia, PA",msa,PA,212750,207739,206956,213589,223933,234967,240667,241333,233000,225667,221667,221333,219633,216300,217300,220667,228333,236333,243000,245333,240000,233300,229300,226633,225000,221667,224242,229242,237575,247333,255667,259982,252648,245148,240833,240800,241300,237967,241333,251000,258500,263500,267500,275833,279833,276500,273158,270825,269158,265000,264667,269633,278846,292513,302546,310000,303917,296917,290883,288633,286633,281000,282667,290667,307333,325000,334333,336000,328333,321300,316300,312633,308000,303000,305000,311000,322667,337667,351633,358300
394856,8,"Miami, FL",msa,FL,241783,241817,243150,246333,252333,260000,263500,265833,260333,256833,254167,256667,258333,258333,259000,262333,266667,271667,273333,273333,269417,269417,270417,271000,268667,266667,269333,273667,278000,282000,286333,288000,285333,284833,285800,286800,285133,285833,290833,298333,303333,306667,311667,318333,321667,323333,323333,325667,327333,330667,333333,340000,345000,353333,356667,359667,358000,358000,360950,367617,372617,379167,387500,395833,408333,418300,423800,420467,413833,413333,411667,408333,408333,413333,425000,436000,446000,455833,459167,459833
394347,9,"Atlanta, GA",msa,GA,188333,188033,191700,199657,206992,212992,215368,215000,210667,207667,206625,208958,209592,212300,216600,223967,231467,236167,236500,232333,228667,226333,225333,224000,222000,221967,226300,232967,242333,248333,252000,250000,245667,241967,241300,242300,241000,242333,247000,256667,259000,260667,263967,271633,275300,276667,276667,276750,275417,278083,286333,299217,312217,323600,330717,331383,329350,330350,335350,339333,338333,340000,346217,359550,374550,385000,387667,381000,371000,361833,355167,351333,344500,344100,347900,359233,367967,378000,383333,385000
394404,10,"Boston, MA",msa,MA,383589,377256,380556,384633,399917,414950,426617,428333,416667,406667,405667,410333,412000,405333,405333,416667,434333,454633,463300,466600,449967,436133,426167,423500,425300,420300,424633,428333,446667,463333,475000,474250,461750,450083,443167,445667,449000,448333,456667,473000,486333,496333,501667,515000,519333,514333,507000,504300,503967,506300,513000,531667,554333,579333,591000,593333,576000,562667,557667,561667,561667,554817,563483,588483,620333,648333,656656,651656,626656,606333,596333,586333,576667,560000,570333,592833,626167,652500,670000,674175
394976,11,"Phoenix, AZ",msa,AZ,229667,229667,231333,233333,237979,241979,244646,245000,244333,245667,246667,248300,249300,252467,254833,257500,260000,264333,267833,268017,266683,265388,265619,265936,266065,265983,267000,270000,274667,278667,281333,283000,284000,286083,286717,288383,290633,295000,300000,301667,301667,303333,309667,318000,324658,329992,333325,335000,338348,345015,355015,365333,378667,391000,402133,408800,415160,421676,426343,430523,434740,443407,455533,468333,481667,489250,487132,474798,460215,452300,442967,431633,422333,419667,424667,428633,434633,442633,446333,448000
395057,12,"San Francisco, CA",msa,CA,622633,615967,632633,678167,710500,727167,724000,715000,700000,726667,766667,795667,769000,758970,786636,836636,870000,886667,886000,869333,846000,841167,839500,827833,796296,786296,802962,845667,877000,892000,879667,855833,832500,837500,845000,845667,816467,806300,820633,854317,869817,887483,911333,935333,939333,927667,928333,920000,906667,901667,935000,1016667,1083333,1123333,1116667,1100000,1075000,1066667,1061667,1038333,1005000,1004167,1056167,1147833,1212000,1233333,1185000,1110000,1063333,1054333,1062667,1022667,963333,919667,952667,1012667,1073000,1102417,1108750,1105417
395025,13,"Riverside, CA",msa,CA,311667,315000,318333,324333,326333,331333,334333,335667,334000,333333,333333,333333,335000,341333,344667,348000,349000,351500,354833,354167,355000,351667,351667,349000,349000,350667,353667,357000,360333,363333,366667,367333,369000,369000,370000,369000,369000,371000,375333,377000,378333,381667,391667,401667,411667,418333,424667,429667,431333,436667,445917,459250,470917,480000,490000,496667,500000,501667,505000,513333,520000,526667,535000,548333,559500,564500,556833,548667,538667,533000,520000,511667,503333,508333,511667,521333,528833,533833,535833,536667
394532,14,"Detroit, MI",msa,MI,155667,152000,153000,159333,168000,174667,178333,177833,174500,171500,169000,168333,164667,163125,163458,168458,176333,182333,187000,187000,183000,178300,173967,172133,167167,166500,168000,173000,181333,188667,195333,195333,193333,190000,186667,183333,180000,176667,181333,189633,193550,198883,205583,214967,216967,213633,211333,207667,202667,197533,199200,208867,223000,231333,236667,236667,236667,232083,228750,223750,218750,215917,217583,227167,238333,250000,255000,253667,247000,240667,234000,226500,216167,215333,218648,230315,239148,251333,258000,261333
395078,15,"Seattle, WA",msa,WA,363537,357667,361667,380000,398333,416617,422682,423682,420399,417573,419779,418096,413096,414890,426573,450917,460917,465917,460000,453833,443740,435406,429906,426667,421667,426667,437573,454240,469240,475000,476333,470333,465333,462333,460000,463333,460000,465000,473600,491933,498600,508367,516700,531700,540667,545667,548050,539050,533717,534667,559650,589983,623317,640000,650000,646000,637667,632667,630000,630000,616667,623333,650750,699083,732417,736667,716667,688333,668333,663333,651667,636667,618333,612750,620083,636750,662333,683317,693317,689983
394865,16,"Minneapolis, MN",msa,MN,218722,216165,219847,227170,235059,242323,245000,246667,243117,239750,237113,235663,235696,236667,241667,248333,255000,258333,258333,256667,253333,253000,251333,250767,249433,250433,256500,262500,269833,274333,276667,277333,273967,271967,269633,269000,266000,265967,271300,281300,286333,290000,293333,301000,302667,304333,301667,300000,295000,293650,298983,310650,322000,331667,335000,338333,335000,333333,328333,325000,321233,318817,323817,334783,348867,359461,361928,359595,352667,346333,339000,330333,326000,323083,328083,335417,345500,358833,364167,370000
395056,17,"San Diego, CA",msa,CA,498333,500000,506667,515000,528333,538333,543667,545000,540000,538000,540000,541667,540000,538333,545000,560000,568333,575000,576167,579500,577833,571667,563333,556667,558333,560000,563333,568167,573167,583167,581667,584333,576000,576000,578333,578333,583167,583167,589833,592917,589583,594583,606667,628333,643333,648333,650000,650000,650000,658667,675333,698667,718333,738333,747917,746250,742917,743333,751667,753333,758583,768917,792250,820333,845000,846667,831667,810000,798000,790333,782000,767333,764000,769000,790667,809000,828167,843167,855833,866667
395148,18,"Tampa, FL",msa,FL,180000,179983,179983,183983,189333,195333,199667,200333,198667,195333,195833,195833,194500,193600,195267,201600,206000,211667,215000,215667,212667,211000,210333,210882,208665,207998,208117,212000,216000,221633,226633,228967,227833,226167,224500,225667,225417,227250,227850,232767,236600,241338,245004,250338,255000,257667,259333,259833,260500,261367,263867,269700,278833,289167,296667,301633,303300,306633,310448,317014,322681,330567,339000,350000,362567,374233,380900,378000,369967,364967,358633,356667,349967,351633,354950,361650,366650,371667,375000,378000
394530,19,"Denver, CO",msa,CO,337967,342300,348967,358000,365405,372405,373405,372500,366833,366333,365500,369500,370000,379000,387000,400333,407667,413000,412000,407592,400133,396465,392873,391998,389270,390603,395603,403183,411850,416850,421000,419333,414333,411667,411667,411667,411633,413967,425233,430399,433066,432966,440167,447167,452667,458667,462000,461000,454333,459000,475029,500029,520863,537467,544842,546775,543475,542767,543344,545010,546677,555694,575694,601894,621200,626783,617250,602250,590000,581667,575167,563500,551121,550954,558454,574167,585167,593000,593000,587000
394358,20,"Baltimore, MD",msa,MD,253333,248333,246667,252333,265667,277333,282000,280333,273267,267558,264225,263958,262333,260633,262967,269967,278300,284967,288300,290000,286667,280000,275000,270000,266667,261333,264667,273000,285000,295450,302117,303117,301000,295000,290483,288150,284150,282667,283333,295000,302333,306000,307833,315500,318500,318333,313333,306667,298667,292667,294333,299667,312333,324000,333333,333333,331633,329133,326633,322000,316167,312000,316000,327667,345000,355667,360333,358000,354667,346667,337333,329000,325667,326667,333167,344833,361167,374667,384333,380833
395121,21,"St. Louis, MO",msa,MO,157983,156333,157167,160667,167000,173500,178333,178333,175167,171108,170075,169158,166550,166550,166633,173300,179133,184800,186133,184500,180500,177167,174333,173977,174377,173010,175033,176617,184910,192577,196593,197000,190500,188667,186333,186833,186333,182500,184167,188547,197713,204380,210333,212250,213083,211083,209167,206000,201042,199342,199575,204533,211217,220150,226817,228500,226667,221667,220000,215000,211500,208425,211758,219925,230000,243333,249500,249667,241750,236750,232917,229833,224000,220667,219000,227333,234333,248667,255667,259000
394943,22,"Orlando, FL",msa,FL,197583,198333,203000,208332,213998,217665,220667,221667,220000,218333,217667,217667,219300,221128,223745,228112,231950,236000,238333,238667,238000,235333,235833,235983,235317,236150,237000,240667,244000,248667,253667,256000,255667,253333,251000,253000,253333,255250,255250,260250,263333,266483,268733,272933,274750,275833,276633,278333,278333,278000,281300,288867,295533,303900,313667,323667,327915,330582,334248,341633,344967,349967,358333,371667,383917,392250,393917,391667,383333,378333,374300,370967,365967,365917,370917,379250,387700,394367,399367,397667
394458,23,"Charlotte, NC",msa,NC,188667,186167,192833,200500,209150,215817,221317,220833,214167,208333,208333,211667,208833,209762,211429,219262,226167,232833,236167,236667,231667,227333,225333,223667,221000,218667,223417,232750,242916,251500,257166,256000,252667,248000,246333,246333,244667,246667,250000,258000,258833,262167,267500,277750,281083,282750,283333,282333,281167,282200,291894,303061,316694,326333,333167,336167,336333,336833,339167,340667,341333,342167,348500,362167,377959,393292,394959,389667,378000,368000,360000,350000,348333,345000,353333,357333,368997,380663,389997,394167
395055,24,"San Antonio, TX",msa,TX,187725,188333,187667,192867,198200,206200,207333,208000,202967,198967,196633,198283,200583,200250,202633,205967,212967,217967,221108,221108,216858,214400,210733,210317,206333,206667,209000,214667,221300,226300,229967,229567,227200,225367,220467,219500,217750,220917,223583,229167,233000,238000,244633,250300,253633,252667,252707,251707,251365,252325,254325,261000,269333,278472,287472,292472,294167,294500,295833,299000,298000,298333,301667,310667,322333,331333,333000,329667,325000,322897,316230,312593,305697,306197,303833,307167,310917,314250,318333,319050
394998,25,"Portland, OR",msa,OR,327833,328667,333333,340333,350300,359667,365167,367517,363150,360650,356000,356283,359583,364583,370967,376000,383300,391633,392967,394667,388000,385246,380213,377963,372717,372750,375667,383000,389667,395667,400000,400000,396667,395000,394167,394133,394133,394633,399667,404000,407000,412833,420167,429583,435083,438417,439208,437875,437842,443300,454633,468000,482667,493333,501667,507000,505000,506000,501333,503000,499167,499167,510833,528667,548333,558333,558333,551667,540900,531382,522348,510448,498133,494000,498983,514117,528450,541133,547833,546400
395045,26,"Sacramento, CA",msa,CA,333333,332500,336167,344500,355667,366000,372667,373500,372500,373167,372333,371333,366333,366667,372000,383667,393333,400000,401333,398667,395333,392000,391333,388000,383333,381667,384750,396417,406417,413333,415000,415000,412333,407333,405667,403333,401667,401667,410000,419000,422667,426833,437167,450167,460000,464833,465167,464500,460333,465000,476667,495000,515500,532167,542167,543667,540333,537750,537417,535750,534333,540083,558417,575750,588333,586000,582667,567667,556667,543333,535000,520000,511500,509833,514833,525000,535000,548333,556667,557500
394982,27,"Pittsburgh, PA",msa,PA,140833,138133,139133,143100,151467,158467,162000,162000,158333,156333,153000,150000,148000,148217,152550,155550,160333,166833,171167,171667,166500,161417,157583,156550,154967,153633,154333,158633,166633,174300,178333,180167,174500,171042,166875,165542,163333,160333,163983,174650,183317,188333,190333,193667,193700,191300,186300,182600,177967,178300,183633,188667,196667,205000,213333,214967,209967,205633,202333,199833,195333,193000,195158,202325,211992,220700,226450,225783,218750,213000,206333,200000,191667,188333,191633,200717,210717,224083,231667,236667
394466,28,"Cincinnati, OH",msa,OH,150983,149000,150337,153670,158303,164467,166800,169167,166000,163000,163000,161883,160883,159217,162667,168667,174167,177500,178167,177333,173642,170458,168875,165867,163883,163500,167200,173333,179300,185600,187967,187300,183982,179982,177648,176550,174883,174383,180167,186833,191333,194333,198667,204167,203500,202500,201000,199500,194500,190467,191633,201633,211667,225000,230250,235250,231917,230317,228650,226983,223333,221333,223000,231633,241300,251633,253319,251736,246402,245750,229667,225000,217000,228667,230000,243333,253500,265167,268833,271000
394355,29,"Austin, TX",msa,TX,274483,274500,278833,287667,295600,301267,301267,296667,291633,289633,289633,291667,292000,294042,295375,304625,313083,320650,319733,319233,311667,308948,305615,308636,304628,299628,301907,311967,325967,334000,334000,329667,323000,323750,321665,323332,317582,321667,326667,335000,336667,340000,349000,357695,362379,365795,370434,375757,375007,383340,403333,438500,463750,482417,487250,487333,475667,464167,464833,469745,479544,490211,512771,541139,565738,571233,556233,531633,510000,496221,482887,468116,459895,453228,457333,463667,473667,484333,483000,481333
394775,30,"Las Vegas, NV",msa,NV,217333,219000,222333,225667,230000,235000,240000,242867,243867,244533,245000,247333,247667,250983,254317,260983,266000,269333,270000,271667,274333,277633,278967,279617,278482,277148,277165,278333,280833,282500,284167,286667,290000,291200,290533,289200,288333,291667,293000,295000,295000,298667,303000,305333,306867,310200,315200,318333,319333,321000,326000,333333,342333,351333,361667,367708,372042,373375,378333,384333,392633,404300,414967,426667,432000,433667,429333,420667,415667,410000,403300,391633,383300,380000,383333,388333,395000,398333,403333,405000
394735,31,"Kansas City, MO",msa,MO,168333,169667,171667,177667,184667,193667,198000,197833,193111,189444,187911,186633,188300,186167,190833,195833,206333,212000,214667,211333,205500,202500,202167,202250,200817,197817,201567,208333,220167,227167,229500,227667,221333,215667,212333,213667,213417,213083,217725,225308,232975,238400,245067,249400,251667,249667,248000,243667,241667,241000,242667,249333,258333,267333,272333,271000,268167,264333,262333,262833,258333,258333,262667,274333,291000,303333,308333,305000,296667,291500,283167,278167,270000,267333,267333,275667,288333,301667,310000,311833
394492,32,"Columbus, OH",msa,OH,161467,159300,161467,165833,176167,181333,185667,181817,178117,175783,174967,177667,175333,176783,178117,183117,188333,194183,198100,195933,191250,186000,184333,181833,178167,178333,181667,192483,201483,210950,211800,208133,201500,195833,192500,189967,189967,192967,200500,208467,215467,217967,223333,225667,227333,225000,222667,221000,216667,214667,218000,229667,241667,252333,257667,261000,257667,253817,250150,248817,247333,248000,251967,263883,280217,293583,299000,293167,284833,277500,273300,269133,260800,260833,264167,277483,287817,298650,303667,306667
394705,34,"Indianapolis, IN",msa,IN,146267,145967,146633,152167,157500,163833,166667,165000,161633,159950,159950,159317,157167,158833,162467,168633,173633,179000,181633,179967,176633,173300,172300,170633,169000,168300,171467,176467,183167,188333,193967,194633,191933,187967,183967,183323,180323,180657,183667,191667,201000,206000,211317,214150,216150,215800,213267,211567,206600,206433,208133,216467,226667,235667,244000,245667,245667,244000,244000,243333,236667,235000,238333,250000,261667,273333,280000,279167,272833,267167,260500,255133,249125,249925,251516,257191,265558,274000,281667,280000
394475,35,"Cleveland, OH",msa,OH,125333,125833,126000,130483,135150,142450,146300,145633,143000,141333,141667,140000,136667,134000,133667,138667,142000,148333,149667,151667,150000,146633,142967,138800,139133,137733,140233,142933,150500,158000,162817,162483,158283,154467,151300,148000,146683,147000,150333,155967,161317,166317,169333,172667,172667,172167,169167,169167,165333,163300,161633,165467,172133,180467,186967,192000,188667,185767,180767,179100,176667,175333,178667,184000,192333,203333,210000,213333,205967,199733,191400,187100,180000,177667,179658,188991,195991,208033,212033,218700
395059,36,"San Jose, CA",msa,CA,807000,807000,845333,883333,918000,934667,940000,930000,933667,952333,1002333,1043667,1036667,1076000,1117667,1192667,1203333,1200000,1174167,1157500,1115833,1116667,1083333,1055167,1007667,1001000,1036667,1075833,1110167,1127667,1127667,1096667,1058333,1041667,1047833,1041167,1006500,1013667,1045333,1113333,1140833,1154000,1154333,1157667,1153333,1163000,1160500,1161667,1143333,1145833,1184333,1246000,1291167,1322667,1322667,1326667,1303333,1310000,1316667,1330000,1303333,1320833,1382500,1482500,1518333,1503896,1450563,1400563,1357167,1333500,1317000,1289833,1264667,1231167,1272833,1341667,1425667,1454000,1454000,1453333
394902,37,"Nashville, TN",msa,TN,215600,215800,219833,224500,231316,238950,245250,246600,244933,240717,242528,242045,241295,241483,245000,253333,260333,267333,270000,270000,261667,258500,255833,259667,258500,257467,260267,265404,275754,284121,289983,291000,285967,283267,281167,284500,282867,280950,280983,286817,292500,295833,303333,310000,313333,314333,313833,314667,310333,312033,317867,329533,342000,357000,368667,376127,377793,383460,387177,391307,387973,391463,400667,421156,439306,449306,449817,440000,431217,417883,407875,401658,394325,396000,395667,404667,410667,416667,425000,429000
395194,38,"Virginia Beach, VA",msa,VA,224167,223833,223833,227500,231167,237833,240000,239167,234167,230800,229967,228300,227833,227833,231167,231667,235000,239967,244300,242633,237667,235000,235000,231667,226000,224875,226480,235480,241605,249000,253000,253067,251567,244940,241507,238340,239133,239133,243100,246600,254633,258000,266333,268333,272983,271317,272983,271667,268333,263333,263333,269967,278300,286633,291667,294000,290000,285833,283833,283500,282667,280667,283333,293000,307000,315667,317667,312000,306667,301667,298333,296667,295000,296333,300500,308833,318167,329000,337518,341852
395005,39,"Providence, RI",msa,RI,239967,235333,234167,238833,243800,254633,260967,264333,262667,258333,258917,257583,255883,251967,253300,257333,264750,273083,279083,279250,275250,271917,270667,268000,263667,258667,260333,266333,279583,289250,297400,297817,296483,291667,290000,285017,285683,280017,285333,290167,299167,303167,309333,319333,326667,329667,329483,327817,326483,320667,320683,326433,339100,354083,361667,371667,373333,373500,368500,365333,363500,361833,361667,368833,383833,399500,407333,405667,401667,399667,398667,392000,387333,382000,382000,388667,400833,417500,427500,436500
394714,40,"Jacksonville, FL",msa,FL,182967,184133,185833,193333,201833,208500,214333,211667,207333,202000,200300,201300,202300,205483,209733,215700,220883,227300,230000,229667,224000,221333,220667,222333,218000,217333,218967,225300,229633,233000,239333,241633,240967,237633,234000,231083,230500,232500,235833,239750,241750,247000,253333,260667,262333,262667,263333,266167,263167,264833,269333,282333,292333,302667,307667,311333,312333,315350,318350,318883,317500,319167,329967,344250,355917,364750,368833,370500,361667,355000,346667,343000,339333,339333,339667,343000,346333,358000,362167,365500
394862,41,"Milwaukee, WI",msa,WI,187650,185983,188817,195417,203500,211800,215383,218300,212333,208333,206467,205800,200800,193333,194667,200550,210217,219800,226250,227583,221933,215267,213600,208333,204733,197483,203050,214317,229783,237550,237233,238300,234967,232283,226033,221117,219783,215083,221333,227567,237717,241383,245150,247333,239000,225667,216483,213150,214800,213900,222067,233750,248750,260583,267250,266667,263233,256567,254900,248333,243333,237667,242667,253900,271233,286733,293833,292167,287333,280667,275667,265133,258467,255633,260500,277167,290000,306667,310667,315667
394935,42,"Oklahoma City, OK",msa,OK,149000,150167,150833,153333,156500,159959,160793,159459,157333,153983,153650,153317,154667,156000,157667,159667,161667,163333,166000,165500,165833,165917,164750,163417,162333,166333,169667,173000,175250,181250,182583,184167,180833,180250,178750,178750,177000,177333,179167,185167,188500,192333,195667,202000,203000,203667,200333,197667,194758,195091,200424,206000,211000,215000,217667,217000,215333,216000,216333,215667,213500,215333,221000,226500,235000,238833,240500,239333,238833,239500,237333,229333,223667,221667,229667,237000,244000,248083,252417,252417
395012,43,"Raleigh, NC",msa,NC,227000,226833,231500,238167,246667,251667,252500,252250,246417,244083,241333,242167,242000,246667,252667,259333,262667,267583,267750,265417,261000,255833,256467,253300,252967,251333,256333,264167,270833,275922,279255,280922,277833,275333,272000,273333,270083,272417,276333,286250,288917,288333,290000,296667,302667,306000,308417,310917,310250,311167,316000,328167,341500,358167,368333,375333,377000,380333,385000,385667,386000,384333,394000,408784,425450,438450,441500,437000,422000,412167,405000,399167,392500,390833,391667,396667,405833,422500,436167,441083
394849,44,"Memphis, TN",msa,TN,144723,143223,142133,150133,156633,165000,169967,170525,166092,162108,160550,159950,157633,153633,153667,158500,170167,177000,181833,176333,173500,170133,170300,167967,163000,162750,164417,172733,181283,190850,196833,193867,186967,180967,178967,180267,178633,180633,182667,192667,198833,206167,209383,213883,217217,218933,217267,213350,206083,203635,207001,214667,224782,235583,243583,245250,240833,241500,244833,246000,237167,231083,234083,244083,255917,264250,269750,267633,261633,254633,248167,239167,232133,233300,237800,249500,259317,269817,278150,273333
395022,45,"Richmond, VA",msa,VA,209833,206500,210992,218358,224775,230450,235383,235633,230900,221933,219625,222025,224025,222583,222917,228583,235167,239897,243730,243563,238167,232333,229650,228317,227967,226317,231617,238633,246967,253333,255000,257157,252155,248822,244165,245833,242833,241667,241667,250750,259417,264417,269450,271117,275608,276158,276754,275596,270596,271667,272642,279642,286308,296967,304300,309300,307667,305000,302000,300167,300150,299817,306650,316708,331708,341708,346667,343333,335333,328667,327000,325880,323305,324722,328842,337083,344333,352667,358667,360000
394807,46,"Louisville, KY",msa,KY,156674,155008,155466,159458,164125,171500,176333,174833,172000,168817,168477,166643,163660,163500,164167,168167,172500,178667,183833,183500,177833,173667,173000,176300,175800,175467,174500,176333,181667,189667,195917,195917,191250,186667,183300,182967,180200,181900,183217,189317,193567,199583,207883,214467,215800,212500,211333,207333,204000,200333,204333,209333,216000,222167,229104,230271,230438,228500,229167,227833,222833,219750,219750,228083,238333,248333,251667,251667,248333,247667,243833,238833,230500,227667,229333,235751,243747,252747,258663,261667
394910,47,"New Orleans, LA",msa,LA,178417,175000,175667,175667,182333,188333,194000,190667,186000,182833,182650,188650,189483,190793,186109,187743,191283,199300,204333,204550,199883,194850,193300,194967,193917,194583,192167,195583,199917,209167,213500,213500,206667,202667,201000,201667,202150,201283,202283,205967,211500,218800,225217,227217,226167,224583,226250,227667,226000,225300,229133,239133,246875,255375,258375,258917,259583,258250,257233,252233,253900,259333,264333,269333,278500,287833,284500,273333,261667,260000,260750,262417,259417,255333,252000,255000,265000,275000,280000,272500
395053,48,"Salt Lake City, UT",msa,UT,261333,260333,266033,273033,284033,288914,289247,288414,284500,285800,288300,289300,288697,288113,296197,301117,309367,314033,319750,317083,314500,314500,314500,310000,309000,310667,315000,319000,326667,336667,342667,342000,341000,336667,338342,338342,340175,342333,347750,352417,354910,359493,366660,373333,377333,378000,381333,386333,390833,400833,411833,428333,443333,459333,472667,477000,479333,477667,483000,480083,485083,492083,513333,533333,550000,553333,542167,530500,522167,520000,506667,485000,473333,470000,484333,487667,504333,508333,520000,517333
394669,49,"Hartford, CT",msa,CT,206667,203300,205383,209550,217917,225467,231633,233083,226750,218400,209283,206983,206000,209983,212850,217517,221533,228300,233633,236633,226000,218250,210083,211167,208917,203750,205000,210000,220833,227500,232667,233500,228500,222867,218867,218200,218667,217667,221667,227000,233667,238667,243333,248917,249250,249250,248667,251333,250333,246667,243667,249667,258333,268333,272567,277567,274567,269333,264833,264500,263833,261667,260000,268500,280167,298500,306667,310000,305000,301667,296667,290000,282900,281233,284233,291412,304745,318798,331719,339386
394425,50,"Buffalo, NY",msa,NY,134417,131817,130608,132442,139042,146667,152300,154967,156300,153000,149667,145000,144000,141833,141133,141800,145633,150667,159333,163333,164792,160125,157792,153667,150667,148817,148633,151467,155317,163800,169633,174300,172633,170800,165649,163182,160682,158500,157667,161333,170333,173667,178333,183333,189500,190500,187167,185167,182500,177500,175000,176000,187667,196650,208983,214317,217167,215500,210500,207000,202000,196667,194167,197167,210667,226500,238500,240333,237000,230333,227667,222667,221000,210000,205000,203333,215667,233667,246000,255333
394388,51,"Birmingham, AL",msa,AL,165467,159833,162000,169167,182333,187518,185852,180685,177333,175667,174233,173567,171900,173333,175000,182167,191500,199500,202167,196667,192667,187717,186550,183183,178967,178300,183233,195400,207233,215167,211667,205467,198967,197967,197500,195500,195467,196717,206367,214633,220550,219867,219933,219767,223133,224833,226667,222183,217850,217850,223967,233967,242300,245667,248333,246667,245000,242400,243733,245400,243000,244290,248790,262123,271167,280000,279967,275300,266967,262000,256667,249967,241300,238300,242667,253000,269333,274967,278300,268300
